Surname,First Names,Gender,Age,Boarded,Survived,Class
Flynn,Mr John,Male,42,Queenstown,V,3
Goodwin,Mr Frederick Joseph,Male,42,Southampton,V,3
Head,Mr Christopher,Male,42,Southampton,V,1
Holverson,Mr Alexander Oskar,Male,42,Southampton,V,1
Hoyt,Mr William Fisher,Male,42,Cherbourg,S,1
Humblen,Mr Adolf Mathias Nicolai Olsen,Male,42,Southampton,V,3
Jacobsohn,Mr Sidney Samuel,Male,42,Southampton,V,2
Kimball,Mr Edwin Nelson Jr.,Male,42,Southampton,S,1
Lindeberg-Lind,Mr Erik Gustaf,Male,42,Southampton,V,1
Olsen,Mr Karl Siegwart Andreas,Male,42,Southampton,V,3
Phillips,Mr Escott Robert,Male,42,Southampton,V,2
Robins,Mr Victor (Valet to Mr John Jacob Astor),Male,42,Cherbourg,V,1
Sdycoff,Mr Todor,Male,42,Southampton,V,3
Slabenoff,Mr Petco,Male,42,Southampton,V,3
Stanton,Mr Samuel Ward,Male,42,Cherbourg,V,2
Smith,Miss Katherine E.,Female,42,Southampton,S,Crew
Nichols,Mr. Alfred,Male,42,Belfast,V,Crew
Scavino,Mr. Candido,Male,42,Southampton,V,Crew
Morgan (Bird),Mr. Charles Frederick,Male,42,Southampton,V,Crew
Benville,Mr. E.,Male,42,Southampton,V,Crew
Nannini,Mr. Francesco Luigi,Male,42,Southampton,V,Crew
Cook,Mr. George,Male,42,Southampton,V,Crew
Crosby,Mr. J. Bertram,Male,42,Southampton,V,Crew
Thompson,Mr. John William,Male,42,Southampton,S,Crew
Scovell,Mr. Robert,Male,42,Southampton,V,Crew
Taylor,Mr. T.,Male,42,Southampton,V,Crew
Brice,Mr. Walter T.,Male,42,Southampton,S,Crew
van der Brugge,Mr. Wessel Adrianus,Male,42,Southampton,V,Crew
Gold,Mrs. Katherine (née Cook),Female,42,Southampton,S,Crew
Goodwin,Mrs Augusta,Female,43,Southampton,V,3
Robert,Mrs Elisabeth Walton,Female,43,Southampton,S,1
Skoog,Mrs Anna Bernhardina,Female,43,Southampton,V,3
Chisholm,Mr Roderick Robert Crispin,Male,43,Belfast,V,1
Cook,Mr Jacob,Male,43,Southampton,V,3
Dintcheff,Mr Valtcho,Male,43,Southampton,V,3
Frauenthal,Mr Isaac Gerald,Male,43,Cherbourg,S,1
Holm,Mr John Fredrik Alexander,Male,43,Southampton,V,3
Sæther,Mr Simon Sivertsen,Male,43,Southampton,V,3
Salomon,Mr Abraham Lincoln,Male,43,Cherbourg,S,1
Williams,Mr Fletcher Fellowes Lambert,Male,43,Southampton,V,1
Pascoe,Mr. Charles H.,Male,43,Southampton,S,Crew
Reed,Mr. Charles S.,Male,43,Southampton,V,Crew
Gregory,Mr. David,Male,43,Southampton,V,Crew
Freeman,Mr. Ernest Edward Samuel,Male,43,Belfast,V,Crew
Bradshaw,Mr. J.A.,Male,43,Southampton,V,Crew
Kirkham,Mr. James,Male,43,Southampton,V,Crew
Bailey,Mr. Joseph Henry,Male,43,Southampton,S,Crew
Bochet,Mr. Pierre Giuseppe,Male,43,Southampton,V,Crew
Hemming,Mr. Samuel Ernest,Male,43,Belfast,S,Crew
Kemp,Mr. Thomas Hulman,Male,43,Southampton,V,Crew
King,Mr. Thomas W.,Male,43,Southampton,V,Crew
McMurray,Mr. William Ernest,Male,43,Belfast,V,Crew
Kingscote,Mr. William Ford,Male,43,Southampton,V,Crew
Brown,Mrs Margaret “Molly”,Female,44,Cherbourg,S,1
Gibson,Mrs Pauline Caroline,Female,44,Cherbourg,S,1
Hippach,Mrs Ida Sophia,Female,44,Cherbourg,S,1
Sage,Mrs Annie Elizabeth,Female,44,Southampton,V,3
Stengel,Mrs Annie May,Female,44,Cherbourg,S,1
Cribb,Mr John Hatfield,Male,44,Southampton,V,3
Harbeck,Mr William H.,Male,44,Southampton,V,2
Harris,Mr Walter,Male,44,Southampton,V,2
Hilliard,Mr Herbert Henry,Male,44,Southampton,V,1
Hold,Mr Stephen,Male,44,Southampton,V,2
Kelly,Mr James,Male,44,Queenstown,V,3
Lyntakoff,Mr Stanko,Male,44,Southampton,V,3
Minahan,Dr William Edward,Male,44,Queenstown,V,1
Sage,Mr John George,Male,44,Southampton,V,3
Sundman,Mr Johan Julian,Male,44,Southampton,S,3
Gregson,Miss Mary,Female,44,Southampton,S,Crew
Hayter,Mr. Arthur,Male,44,Belfast,V,Crew
Eastman,Mr. Charles,Male,44,Southampton,V,Crew
Kearl,Mr. Charles H.,Male,44,Southampton,V,Crew
Knight,Mr. George,Male,44,Southampton,S,Crew
Dodd,Mr. George Charles,Male,44,Belfast,V,Crew
Creese,Mr. Henry Philip,Male,44,Belfast,V,Crew
Kelly,Mr. James,Male,44,Southampton,V,Crew
Foley,Mr. John,Male,44,Belfast,S,Crew
Moores,Mr. Richard Henry,Male,44,Southampton,V,Crew
Bott,Mr. W.,Male,44,Southampton,V,Crew
Assaf,Mrs Mariana,Female,45,Cherbourg,S,3
Barbara,Mrs Catherine David,Female,45,Cherbourg,V,3
Bowen,Miss Grace Scott,Female,45,Cherbourg,S,1
Carr,Miss Jane,Female,45,Queenstown,V,3
Carter,Mrs Lilian,Female,45,Southampton,V,2
Christy,Mrs Alice Frances,Female,45,Southampton,S,2
Greenfield,Mrs Blanche,Female,45,Cherbourg,S,1
Hansen,Mrs Jennie Louise,Female,45,Southampton,S,3
Kelly,Mrs Fanny Maria,Female,45,Southampton,S,2
Kimball,Mrs Susan Gertrude,Female,45,Southampton,S,1
Lindblom,Miss Augusta Charlotta,Female,45,Southampton,V,3
Spencer,Mrs Marie Eugenie,Female,45,Cherbourg,S,1
Wick,Mrs Mary Peebles,Female,45,Southampton,S,1
Blackwell,Mr Stephen Weart,Male,45,Southampton,V,1
Brewe,Dr Arthur Jackson,Male,45,Cherbourg,V,1
Chevré,Mr Paul Romaine Marie Léonce,Male,45,Cherbourg,S,1
Dahl,Mr Charles Edward,Male,45,Southampton,S,3
Ekström,Mr Amandus,Male,45,Southampton,V,3
Fardon,Mr Charles Richard,Male,45,Southampton,V,3
Harris,Mr Henry Birkhardt,Male,45,Southampton,V,1
Harrison,Mr William Henry,Male,45,Southampton,V,1
Hawksford,Mr Walter James,Male,45,Southampton,S,1
Mallet,Mr Albert Denis Pierre,Male,45,Cherbourg,V,2
Romaine,Mr Charles Hallace,Male,45,Southampton,S,1
Spedden,Mr Frederic Oakley,Male,45,Cherbourg,S,1
Ware,Mr John James,Male,45,Southampton,V,2
Woolner,Mr Hugh,Male,45,Southampton,S,1
Youssiff (Sam’Aan),Mr Gerios,Male,45,Cherbourg,V,3
Cullen,Mr. Charles,Male,45,Belfast,S,Crew
Haslin,Mr. James,Male,45,Southampton,V,Crew
Couch,Mr. Joseph Henry,Male,45,Southampton,V,Crew
Palles,Mr. Thomas Henry Michael,Male,45,Southampton,V,Crew
Wilton,Mr. William,Male,45,Southampton,V,Crew
Bliss,Mrs. Emma (née Junod),Female,45,Southampton,S,Crew
Beckwith,Mrs Sallie,Female,46,Southampton,S,1
Bidois,Miss Rosalie (Maid to Mrs John Jacob Astor),Female,46,Cherbourg,S,1
Keane,Miss Nora Agnes,Female,46,Queenstown,S,2
Lemore,Mrs Amelia,Female,46,Southampton,S,2
Swift,Mrs Margaret Welles,Female,46,Southampton,S,1
Butt,Major Archibald Willingham,Male,46,Southampton,V,1
Chaffee,Mr Herbert Fuller,Male,46,Southampton,V,1
Guggenheim,Mr Benjamin,Male,46,Cherbourg,V,1
Jones,Mr Charles Cresson,Male,46,Southampton,V,1
McCaffry,Mr Thomas Francis,Male,46,Southampton,V,1
McKane,Mr Peter Daniel,Male,46,Southampton,V,2
Porter,Mr Walter Chamberlain,Male,46,Southampton,V,1
Rosenshine,Mr George,Male,46,Cherbourg,V,1
Rothschild,Mr Martin,Male,46,Cherbourg,V,1
Vandercruyssen,Mr Victor,Male,46,Southampton,V,3
Bailey,Mr. George W.,Male,46,Southampton,V,Crew
Carter,Mr. James,Male,46,Southampton,V,Crew
Mintram,Mr. William,Male,46,Southampton,V,Crew
Chaffee,Mrs Carrie Constance,Female,47,Southampton,S,1
Robins,Mrs Charity,Female,47,Southampton,V,3
Wilkes,Mrs Ellen,Female,47,Southampton,S,3
Anderson,Mr Harry,Male,47,Southampton,S,1
Astor,Colonel John Jacob,Male,47,Cherbourg,V,1
Barkworth,Mr Algernon Henry,Male,47,Southampton,S,1
Gee,Mr Arthur H.,Male,47,Southampton,V,1
Gilbert,Mr William,Male,47,Southampton,V,2
Goldenberg,Mr Samuel L.,Male,47,Cherbourg,S,1
Hart,Mr Benjamin,Male,47,Southampton,V,2
Jarvis,Mr Denzil John,Male,47,Southampton,V,2
Moore,Mr Clarence Bloomfield,Male,47,Southampton,V,1
Saalfeld,Mr Adolphe,Male,47,Southampton,S,1
Stap,Miss Sarah Agnes,Female,47,Southampton,S,Crew
Dinenage,Mr. James Richard,Male,47,Southampton,V,Crew
Light,Mr. W.,Male,47,Southampton,V,Crew
McCarthy,Mr. William,Male,47,Southampton,S,Crew
Chibnall,Mrs Edith Martha Bowerman,Female,48,Southampton,S,1
Davies,Mrs Agnes,Female,48,Southampton,S,2
Douglas,Mrs Mahala,Female,48,Cherbourg,S,1
Duff Gordon,"Lucy Christiana, Lady",Female,48,Cherbourg,S,1
Flegenheim,Mrs Antoinette,Female,48,Cherbourg,S,1
Frölicher-Stehli,Mrs Margaretha Emerentia,Female,48,Cherbourg,S,1
Hart,Mrs Esther Ada,Female,48,Southampton,S,2
Herman,Mrs Jane,Female,48,Southampton,S,2
Ryerson,Mrs Emily Maria,Female,48,Cherbourg,S,1
Toomey,Miss Ellen Mary,Female,48,Southampton,S,2
Brandeis,Mr Emil Franklin,Male,48,Cherbourg,V,1
Elsbury,Mr William James,Male,48,Southampton,V,3
Harper,Mr Henry Sleeper,Male,48,Cherbourg,S,1
Jensen,Mr Niels Rasmus,Male,48,Southampton,V,3
Meo (Martino),Mr Alfonzo,Male,48,Southampton,V,3
Milling,Mr Jacob Christian,Male,48,Southampton,V,2
Taylor,Mr Elmer Zebley,Male,48,Southampton,S,1
Walker,Mr William Anderson,Male,48,Southampton,V,1
Brewster,Mr. George H.,Male,48,Belfast,V,Crew
Walpole,Mr. James,Male,48,Belfast,V,Crew
Humphreys,Mr. Sidney James,Male,48,Southampton,S,Crew
Baxter,Mr. Thomas Ferguson,Male,48,Southampton,V,Crew
Anderson,Mr. Walter J.,Male,48,Southampton,V,Crew
Harper,Mrs Myra Raymond,Female,49,Cherbourg,S,1
Leader,Dr Alice May,Female,49,Southampton,S,1
Taylor,Mrs Juliet Cummins,Female,49,Southampton,S,1
Case,Mr Howard Brown,Male,49,Southampton,V,1
Duff Gordon,Sir Cosmo Edmund,Male,49,Cherbourg,S,1
Frauenthal,Dr Henry William,Male,49,Southampton,S,1
Herman,Mr Samuel,Male,49,Southampton,V,2
Ismay,Mr Joseph Bruce,Male,49,Southampton,S,1
Johnson,Mr August,Male,49,Southampton,V,3
Rommetvedt,Mr Knud Paust,Male,49,Southampton,V,3
Thayer,Mr John Borland,Male,49,Cherbourg,V,1
Penrose,Mr. John Poole,Male,49,Belfast,V,Crew
Owen,Mr. Lewis,Male,49,Southampton,V,Crew
Rousseau,Mr. Pierre,Male,49,Southampton,V,Crew
Baxter,Mrs Hélène,Female,50,Cherbourg,S,1
Isham,Miss Ann Elizabeth,Female,50,Cherbourg,V,1
Lines,Mrs Elizabeth Lindsey,Female,50,Cherbourg,S,1
Widener,Mrs Eleanor,Female,50,Southampton,S,1
Douglas,Mr Walter Donald,Male,50,Cherbourg,V,1
Hodges,Mr Henry Price,Male,50,Southampton,V,2
Julian,Mr Henry Forbes,Male,50,Southampton,V,1
Louch,Mr Charles,Male,50,Southampton,V,2
Robins,Mr Alexander A.,Male,50,Southampton,V,3
Widener,Mr George Dunton,Male,50,Southampton,V,1
Caton,Miss Annie,Female,50,Southampton,S,Crew
March,Mr. John Starr,Male,50,Southampton,V,Crew
Bell,Mr. Joseph,Male,50,Belfast,V,Crew
Hogeboom,Mrs Anna Louisa,Female,51,Cherbourg,S,1
Bateman,Reverend Robert James,Male,51,Southampton,V,2
Daly,Mr Peter Dennis,Male,51,Southampton,V,1
Lundahl,Mr Johan Svensson,Male,51,Southampton,V,3
Silvey,Mr William Baird,Male,51,Cherbourg,V,1
Storey,Mr Thomas,Male,51,Southampton,V,3
Widegren,Mr Carl Peter,Male,51,Southampton,V,3
Williams,Mr Charles Duane,Male,51,Cherbourg,V,1
Weikman,Mr. Augustus Henry,Male,51,Southampton,S,Crew
Mills,Mr. Christopher,Male,51,Southampton,S,Crew
Baxter,Mr. Harry Ross,Male,51,Southampton,V,Crew
Candee,Mrs Helen Churchill,Female,52,Cherbourg,S,1
Hays,Mrs Clara Jennings,Female,52,Southampton,S,1
Stephenson,Mrs Martha,Female,52,Cherbourg,S,1
Chapman,Mr Charles Henry,Male,52,Southampton,V,2
Dodge,Dr Washington,Male,52,Southampton,S,1
Greenberg,Mr Samuel,Male,52,Southampton,V,2
Kirkland,Father Charles Leonard,Male,52,Queenstown,V,2
Peuchen,Major Arthur Godfrey,Male,52,Southampton,S,1
Taussig,Mr Emil,Male,52,Southampton,V,1
Mishellamy,Mr. Abraham,Male,52,Belfast,V,Crew
Maytum,Mr. Alfred,Male,52,Belfast,V,Crew
Flarty,Mr. Edward,Male,52,Southampton,S,Crew
Chitty,Mr. George Henry,Male,52,Southampton,V,Crew
Appleton,Mrs Charlotte,Female,53,Southampton,S,1
Gracie,Colonel Archibald,Male,53,Southampton,S,1
Rouse,Mr Richard Henry,Male,53,Southampton,V,3
Eustis,Miss Elizabeth Mussey,Female,54,Cherbourg,S,1
Ford,Mrs Margaret Ann Watson,Female,54,Southampton,V,3
Hocking,Mrs Eliza,Female,54,Southampton,S,2
Rothschild,Mrs Elizabeth Jane Anne,Female,54,Cherbourg,S,1
Carter,Father Ernest Courtenay,Male,54,Southampton,V,2
McCarthy,Mr Timothy J.,Male,54,Southampton,V,1
Moraweck,Dr Ernest,Male,54,Southampton,V,2
Stengel,Mr Charles Emil Henry,Male,54,Cherbourg,S,1
White,Mr Percival Wayland,Male,54,Southampton,V,1
Wiseman,Mr Philippe,Male,54,Southampton,V,3
Cornell,Mrs Malvina Helen,Female,55,Southampton,S,1
Lindström,Mrs Sigrid,Female,55,Cherbourg,S,1
White,Mrs Ella,Female,55,Cherbourg,S,1
Douton,Mr William Joseph,Male,55,Southampton,V,2
Hays,Mr Charles Melville,Male,55,Southampton,V,1
Hipkins,Mr William Edward,Male,55,Southampton,V,1
Molson,Mr Harry Markland,Male,55,Southampton,V,1
Shellard,Mr Frederick William Blainey,Male,55,Southampton,V,3
Latimer,Mr. Andrew L.,Male,55,Belfast,V,Crew
Hewlett,Mrs Mary Dunbar,Female,56,Southampton,S,2
Potter,Mrs Lily Alexenia,Female,56,Cherbourg,S,1
Simonius-Blumer,Mr Colonel (Oberst) Alfons,Male,56,Southampton,S,1
Smart,Mr John Montgomery,Male,56,Southampton,V,1
Smith,Mr James Clinch,Male,56,Cherbourg,V,1
Mack,Mrs Mary,Female,57,Southampton,V,2
Ashby,Mr John,Male,57,Southampton,V,2
Farthing,Mr John (Manservant to Mr & Mrs Straus),Male,57,Southampton,V,1
Smith,Mr Richard William,Male,57,Southampton,V,1
Spencer,Mr William Augustus,Male,57,Cherbourg,V,1
Wick,Colonel George Dennick,Male,57,Southampton,V,1
Coleman,Mr. John,Male,57,Belfast,V,Crew
Coleman,Mr. John,Male,57,Southampton,V,Crew
Bucknell,Mrs Emma Eliza,Female,58,Cherbourg,S,1
Cardeza,Mrs Charlotte Wardle,Female,58,Cherbourg,S,1
Ridsdale,Miss Lucy,Female,58,Southampton,S,2
Risien,Mrs Emma Jane,Female,58,Southampton,V,3
Kent,Mr Edward Austin,Male,58,Cherbourg,V,1
Newell,Mr Arthur Webster,Male,58,Cherbourg,V,1
Hart,Mr. James,Male,58,Southampton,V,Crew
Rule,Mr. Samuel James,Male,58,Belfast,S,Crew
Brown,Mrs Caroline Lane,Female,59,Southampton,S,1
Graham,Mrs Edith,Female,59,Southampton,S,1
Lurette,Miss Eugénie Elise (Maid to Mr & Mrs Spencer),Female,59,Cherbourg,S,1
Parrish,Mrs Lutie Davis,Female,59,Southampton,S,2
Coxon,Mr Daniel,Male,59,Southampton,V,3
Crafton,Mr John Bertram,Male,59,Southampton,V,1
Nicholson,Mr Arthur Ernest,Male,59,Southampton,V,1
Rowe,Mr Alfred G.,Male,59,Southampton,V,1
Sjöstedt,Mr Ernst Adolf,Male,59,Southampton,V,2
Weir,Colonel John,Male,59,Southampton,V,1
Jago,Mr. Joseph,Male,59,Southampton,V,Crew
Fortune,Mrs Mary,Female,60,Southampton,S,1
Warren,Mrs Anna Sophia,Female,60,Cherbourg,S,1
Baumann,Mr John D.,Male,60,Cherbourg,V,1
Brown,Mr Thomas William Solomon,Male,60,Southampton,V,2
Frölicher-Stehli,Mr Maximilian Josef,Male,60,Cherbourg,S,1
Nysveen,Mr Johan Hansen,Male,60,Southampton,V,3
May Sr.,Mr. Arthur William,Male,60,Southampton,V,Crew
Bonnell,Miss Elizabeth,Female,61,Southampton,S,1
Howard,Mrs Ellen Truelove,Female,61,Southampton,V,2
Lingane,Mr John,Male,61,Queenstown,V,2
Ryerson,Mr Arthur Larned,Male,61,Cherbourg,V,1
Sutton,Mr Frederick,Male,61,Southampton,V,1
Van Der Hoef,Mr Wyckoff,Male,61,Belfast,V,1
Andrews,Miss Kornelia Theodosia,Female,62,Cherbourg,S,1
Meanwell,Mrs Marian,Female,62,Southampton,V,3
Stone,Mrs Martha Evelyn,Female,62,Southampton,S,1
Harris,Mr George,Male,62,Southampton,S,2
Stead,Mr William Thomas,Male,62,Southampton,V,1
Wright,Mr George,Male,62,Southampton,V,1
Smith,"Commander Edward John, RNR",Male,62,Southampton,V,Crew
O'Loughlin,Dr. William Francis Norman,Male,62,Belfast,V,Crew
Rasmussen,Mrs Lena Jakobsen,Female,63,Southampton,V,3
Straus,Mrs Rosalie Ida,Female,63,Southampton,V,1
Turkula,Mrs Hedwig,Female,63,Southampton,S,3
Howard,Mr Benjamin,Male,63,Southampton,V,2
Myles,Mr Thomas Francis,Male,63,Queenstown,V,2
Warren,Mr Frank Manley,Male,63,Cherbourg,V,1
Compton,Mrs Mary Eliza,Female,64,Cherbourg,S,1
Crosby,Mrs Catherine Elizabeth,Female,64,Southampton,S,1
Fortune,Mr Mark,Male,64,Southampton,V,1
Ostby,Mr Engelhart Cornelius,Male,64,Southampton,V,1
Stewart,Mr Albert Ankeny,Male,64,Cherbourg,V,1
Dwan,Mr Frank,Male,65,Queenstown,V,3
Millet,Mr Francis Davis,Male,65,Cherbourg,V,1
Wheadon,Mr Edward Henry,Male,65,Southampton,V,2
Connors,Mr Patrick,Male,66,Queenstown,V,3
Webber,Mr James,Male,66,Southampton,V,3
Willis,Mr. William,Male,66,Southampton,V,Crew
Straus,Mr Isidor,Male,67,Southampton,V,1
Risien,Mr Samuel Beard,Male,69,Southampton,V,3
Crosby,Captain Edward Gifford,Male,70,Southampton,V,1
Artagaveytia,Mr Ramon,Male,71,Cherbourg,V,1
Goldschmidt,Mr George B.,Male,71,Cherbourg,V,1
Mitchell,Mr Henry Michael,Male,71,Southampton,V,2
Svensson,Mr Johan,Male,74,Southampton,V,3
